contrast,estimate,SE,df,lower.CL,upper.CL,t.ratio,p.value
31C - 28C,-0.008804961207398682,0.006185575290920271,6,-0.02394051869290098,0.006330596278103617,-1.4234668229361584,0.2044582005578957
