source_path,serial,logger_timezone,first_record,last_record,n_readings,md5
apex/datalog_05.20.2025_14days.xml,AC6:18707,-7.00,2025-05-20T00:00:00Z,2025-06-03T23:50:00Z,25920,93f2ac63699d13ae77f8b32f703d4c4b
apex/datalog_06.01.2025_14days.xml,AC6:18707,-7.00,2025-06-01T00:00:00Z,2025-06-12T17:10:00Z,20256,6829168ba8697a03abb63f895152fe6f
apex/datalog_06.12.2025_14days.xml,AC6:18707,-7.00,2025-06-12T00:00:00Z,2025-06-12T16:50:00Z,1224,c14efc1871b7b3f57d1f89e3987938cf
apex/datalog_06.19.2025_14days.xml,AC6:18707,-7.00,2025-06-19T00:00:00Z,2025-06-19T19:30:00Z,1416,a9befe9f0df520f37f57f563d938c8fe
apex/datalog_06.19.2025_7days.xml,AC6:18707,-7.00,2025-06-19T00:00:00Z,2025-06-19T19:30:00Z,1416,a9befe9f0df520f37f57f563d938c8fe
apex/recovered_2026-09-10/datalog_05.20.2025_14days.xml,AC6:18707,-7.00,2025-05-20T00:00:00Z,2025-06-03T23:50:00Z,25920,93f2ac63699d13ae77f8b32f703d4c4b
apex/recovered_2026-09-10/datalog_06022025_14days.xml,AC6:18707,-7.00,2025-06-02T00:00:00Z,2025-06-16T23:50:00Z,25920,db6c59a0225d3173909f67d501654679
apex/recovered_2026-09-10/datalog_06162025_14days.xml,AC6:18707,-7.00,2025-06-16T00:00:00Z,2025-06-30T23:50:00Z,25920,b5fc8d10c6d3094560ce05f8340ca41b
apex/recovered_2026-09-10/datalog_06302025_14days.xml,AC6:18707,-7.00,2025-06-30T00:00:00Z,2025-07-09T17:00:00Z,16788,cdc76d5657778f24dc4a5ebe3f42446b
