row,col,expected,actual,file
570,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
571,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
572,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
573,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
574,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
575,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
576,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
577,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
578,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
579,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
580,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
581,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
582,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
583,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
584,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
585,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
586,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
587,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
588,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
589,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
590,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
591,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
592,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
593,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
594,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
595,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
596,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
597,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
598,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
599,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
600,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
601,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
602,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
603,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
604,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
605,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
606,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
607,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
608,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
609,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
610,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
611,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
612,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
613,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
614,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
615,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
616,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
617,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
618,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
619,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
620,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
621,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
622,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
623,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
624,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
625,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
626,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
627,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
630,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
631,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
632,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
633,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
642,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
643,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
644,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
645,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
647,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
653,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
654,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
655,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
656,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
657,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
659,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
662,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
663,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
664,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
665,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
666,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
667,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
668,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
669,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
670,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
671,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
672,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
673,14,15 columns,14 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
674,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
675,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
676,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
677,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
678,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
679,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
680,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
681,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
682,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
683,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
684,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
685,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
686,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
687,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
688,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
689,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
690,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
691,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
692,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
693,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
694,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
695,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
696,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
697,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
698,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
699,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
700,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
701,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
702,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
703,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
704,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
705,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
706,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
707,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
708,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
709,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
710,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
711,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
712,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
713,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
714,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
715,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
716,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
717,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
718,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
719,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
720,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
721,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
722,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
723,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
724,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
725,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
726,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
727,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
728,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
729,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
730,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
731,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
732,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
733,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
734,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
735,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
736,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
737,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
738,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
739,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
740,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
741,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
742,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
743,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
744,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
745,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
746,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
747,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
748,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
749,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
750,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
751,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
752,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
753,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
754,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
755,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
756,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
757,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
758,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
759,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
760,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
761,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
762,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
763,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
764,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
765,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
766,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
767,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
768,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
769,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
770,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
771,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
772,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
773,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
774,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
775,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
776,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
777,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
778,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
779,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
780,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
781,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
782,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
783,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
784,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
785,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
786,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
787,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
788,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
789,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
790,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
791,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
792,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
793,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
794,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
795,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
796,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
797,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
798,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
799,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
800,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
801,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
802,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
803,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
804,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
805,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
806,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
807,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
808,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
809,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
810,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
811,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
812,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
813,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
814,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
815,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
816,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
817,6,15 columns,6 columns,/Users/adrianstier/Stier-LTH-expression-by-temperature-2025/data/raw/pam/PAM_data.csv
